model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.01,0.20440632570846895
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.025,0.231781696445103
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.05,0.2459320790376271
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.1,0.26872303773600004
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.15,0.2894760737093949
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.2,0.30787151065426843
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.25,0.316665400084171
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.3,0.3291638443333125
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.35,0.3419473538509422
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.4,0.34997805516150515
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.45,0.3555803803042153
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.5,0.3641709319369583
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.55,0.369002119493767
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.6,0.38061962750217015
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.65,0.39450074880205044
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.7,0.407899321162901
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.75,0.42451951962294976
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.8,0.43923829342556403
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.85,0.4667268398942176
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.9,0.49686964913088333
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.95,0.5484837211294545
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.975,0.586190582028181
nfidd-diff,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.99,0.6467202089000119
