model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.01,0.00018397968376857572
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.025,0.0002824628308096311
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.05,0.00044572061472953
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.1,0.0006421788386533415
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.15,0.0010082266779378366
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.2,0.0013174473557485264
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.25,0.0015542488889421979
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.3,0.0017293208880772171
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.35,0.001987113208374707
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.4,0.002365549230297932
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.45,0.0026877876046939985
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.5,0.0033936407270770035
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.55,0.003846658452577215
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.6,0.00430193578797159
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.65,0.004718580216129746
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.7,0.005024501685229153
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.75,0.005507912485460859
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.8,0.006355759858242069
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.85,0.007448756184652955
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.9,0.008430840122703152
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.95,0.011119851141714803
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.975,0.011830395835714673
nfidd-diff,US National,2016-12-24,1,2016-12-31,ili perc,quantile,0.99,0.016941402148812353
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.01,0.0001777444254252266
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.025,0.00028058100453658434
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.05,0.00044121520640493547
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.1,0.0006471105484318919
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.15,0.0010015603725423874
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.2,0.0013105526710074436
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.25,0.0015759027077631134
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.3,0.0017101062532761113
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.35,0.00199219352368575
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.4,0.002357547721192366
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.45,0.0026716095209051833
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.5,0.00338010754340382
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.55,0.0038395898840709267
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.6,0.004315438018437942
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.65,0.004733792810078334
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.7,0.0050140053197016525
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.75,0.005496567449946839
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.8,0.006360097101871226
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.85,0.00741216101405734
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.9,0.008353105917257568
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.95,0.011102182721015711
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.975,0.011825923673423057
nfidd-diff,US National,2016-12-24,2,2017-01-07,ili perc,quantile,0.99,0.0170163610502295
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.01,0.0001775214371417982
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.025,0.00027751291233147257
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.05,0.0004402103535447573
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.1,0.0006528809241158064
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.15,0.0009992711662801961
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.2,0.0013041705595380096
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.25,0.0015749498828391876
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.3,0.0017313116401410557
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.35,0.0019988364871275496
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.4,0.002359458532899056
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.45,0.002694700196954314
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.5,0.003376315037425616
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.55,0.003832654948582869
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.6,0.00432192778024176
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.65,0.004742076530509384
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.7,0.00505107286789506
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.75,0.005519907786916448
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.8,0.006334455503506475
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.85,0.007407681302702742
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.9,0.008518256909848032
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.95,0.011116212956848327
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.975,0.011896389729872678
nfidd-diff,US National,2016-12-24,3,2017-01-14,ili perc,quantile,0.99,0.01702037759834296
nfidd-diff,US National,2016-12-24,4,2017-01-21,ili perc,quantile,0.01,0.00017570852701126604
nfidd-diff,US National,2016-12-24,4,2017-01-21,ili perc,quantile,0.025,0.0002736517856300537
nfidd-diff,US National,2016-12-24,4,2017-01-21,ili perc,quantile,0.05,0.00043860764249422583
nfidd-diff,US National,2016-12-24,4,2017-01-21,ili perc,quantile,0.1,0.0006598547115811827
