model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.01,8.847834828635295e-5
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.025,0.00024282986934663053
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.05,0.00034898665712681035
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.1,0.0005268752815471592
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.15,0.0007327965338161662
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.2,0.000857395145315417
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.25,0.0009146741820291546
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.3,0.0010207421563430412
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.35,0.0012516834772429576
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.4,0.0014768255793655217
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.45,0.0016303453757314469
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.5,0.001862359444656752
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.55,0.002214454858819203
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.6,0.0025726507207296605
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.65,0.002930202025608524
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.7,0.0031574422089587694
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.75,0.003560532958123303
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.8,0.004430244336773952
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.85,0.005454732927238581
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.9,0.006529465483105405
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.95,0.00731131632176529
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.975,0.008623807334897062
nfidd-diff,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.99,0.012618615941116337
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.01,8.847834726458741e-5
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.025,0.00024282985272399045
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.05,0.00034898672712788283
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.1,0.0005268754299468882
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.15,0.0007327964982735217
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.2,0.0008573951546738391
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.25,0.0009146741710261475
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.3,0.0010207422272288423
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.35,0.0012516834078515294
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.4,0.0014768254661906492
nfidd-diff,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.45,0.0016303453904632165
