model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.01,2.8254713867009333
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.025,3.232670352003906
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.05,3.348568334583094
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.1,3.4698120043381984
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.15,3.6679458974453674
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.2,3.797557489711638
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.25,3.926964698893655
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.3,3.9928541414171628
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.35,4.109841786480416
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.4,4.195613513234457
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.45,4.256035504493746
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.5,4.438348635275453
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.55,4.557128264019443
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.6,4.627759033482995
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.65,4.6889658126291955
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.7,4.828856426388636
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.75,4.909359321720528
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.8,4.946154573991725
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.85,5.033387745497596
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.9,5.197328154194249
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.95,5.524057725557537
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.975,5.664012243623262
nfidd-tv-ar,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.99,5.953123424299481
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.01,2.82621575298036
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.025,3.22591092825578
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.05,3.362480405079472
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.1,3.484083554979783
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.15,3.675940473321359
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.2,3.79639692173653
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.25,3.9285895430382833
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.3,3.9869943119345135
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.35,4.095028171348092
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.4,4.192186171833816
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.45,4.2659889382644645
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.5,4.4272404544657995
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.55,4.554543199487163
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.6,4.629903105358197
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.65,4.689001155842069
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.7,4.823180593359382
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.75,4.916005261376232
nfidd-tv-ar,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.8,4.94250330098475
