model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.01,2.3668127156960015
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.025,2.5855429949693023
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.05,2.7028246008287367
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.1,2.9119468605470797
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.15,3.0108465199213637
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.2,3.160293694346588
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.25,3.2169824382440204
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.3,3.3034664613984566
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.35,3.3604814864221706
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.4,3.4090103865909067
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.45,3.4804654970241553
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.5,3.578002096889472
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.55,3.5988418332322016
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.6,3.7025398632645863
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.65,3.7518266114974197
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.7,3.8377614452491517
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.75,3.878381589640022
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.8,4.004311950343927
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.85,4.085485871735001
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.9,4.2052008502781755
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.95,4.476630216672206
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.975,4.873104597911375
nfidd-tv-ar,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.99,5.146699584184023
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.01,2.2033837410021864
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.025,2.3671219750208476
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.05,2.5134832206163815
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.1,2.6985312546589486
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.15,2.8185258153655868
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.2,2.943347931836092
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.25,3.0226403668596014
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.3,3.066418739648536
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.35,3.1129244517384342
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.4,3.1898839743705647
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.45,3.2651174106990517
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.5,3.335171303595449
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.55,3.3801468440659264
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.6,3.4463081094044727
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.65,3.5233371179546786
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.7,3.587372365225362
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.75,3.6320690552193806
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.8,3.721960107994226
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.85,3.8345898596192365
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.9,3.9407780820137184
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.95,4.214648745823887
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.975,4.6014302926912425
nfidd-tv-ar,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.99,4.837945939035832
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.01,2.03175871593685
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.025,2.1792688714213937
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.05,2.3390126655921626
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.1,2.4805112429777156
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.15,2.623575392931105
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.2,2.7634009395231502
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.25,2.8096260108790547
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.3,2.845764133553587
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.35,2.9045094824383604
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.4,2.970534011334176
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.45,3.0437438052767396
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.5,3.104454605105322
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.55,3.173257548390365
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.6,3.222965361660827
nfidd-tv-ar,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.65,3.2676491752174774
