model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.01,3.464740243100935e-8
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.025,8.265790322306603e-7
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.05,3.4340263179769955e-6
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.1,3.286920773273168e-5
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.15,6.853617473104124e-5
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.2,0.00011361507217087419
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.25,0.00017718727664903336
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.3,0.00024128572378786974
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.35,0.00031840857702677944
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.4,0.0004330925416456112
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.45,0.0005567853661767074
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.5,0.0006636587409398018
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.55,0.0007983849890160828
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.6,0.0009782116384712991
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.65,0.0011252422962566102
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.7,0.001394361159332122
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.75,0.0016108927193179256
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.8,0.0020210847390534485
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.85,0.0025489535059834995
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.9,0.0031920736239267338
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.95,0.005056535301896159
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.975,0.008072145987926051
nfidd-base,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.99,0.009260786415211584
nfidd-base,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.01,3.464741246545789e-8
nfidd-base,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.025,8.26581741105361e-7
nfidd-base,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.05,3.434050158895474e-6
nfidd-base,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.1,3.286910943886814e-5
nfidd-base,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.15,6.853624244445177e-5
nfidd-base,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.2,0.0001136151047894345
nfidd-base,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.25,0.00017718730276147343
