model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.01,0.11403993185743723
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.025,0.1283401503838805
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.05,0.15369576125503567
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.1,0.1715186759407628
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.15,0.19139559364876052
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.2,0.20636171910588652
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.25,0.21981067958102368
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.3,0.2331504246804837
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.35,0.24140002007683486
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.4,0.2469872207304245
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.45,0.26007422347050374
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.5,0.27009104654300164
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.55,0.27773512993957405
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.6,0.28732945087113243
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.65,0.2972831579249492
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.7,0.3131669851750256
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.75,0.3292827184510474
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.8,0.3545760292062702
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.85,0.3760145179864973
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.9,0.40568644599385967
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.95,0.44524550449662814
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.975,0.48846793106918995
nfidd-base,US National,2016-03-12,1,2016-03-19,ili perc,quantile,0.99,0.5038316369990412
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.01,0.11345539883094442
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.025,0.13167950170868417
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.05,0.14668384542017718
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.1,0.17637911929217445
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.15,0.19358983437829452
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.2,0.20708906324244802
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.25,0.22353343116203947
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.3,0.23192025306631556
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.35,0.24135366371312345
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.4,0.24989498750822908
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.45,0.26077999653070083
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.5,0.27152980075628563
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.55,0.28027063982989886
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.6,0.286058111379638
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.65,0.29644025378307537
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.7,0.31365487738782627
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.75,0.3357362086515052
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.8,0.35401504615826757
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.85,0.37251480163432904
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.9,0.4119768287121217
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.95,0.4461970751351756
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.975,0.4735622783745274
nfidd-base,US National,2016-03-12,2,2016-03-26,ili perc,quantile,0.99,0.5033928137223643
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.01,0.11668692698511102
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.025,0.12379660133847986
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.05,0.15158682504923535
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.1,0.17103928492615855
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.15,0.1930219366166739
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.2,0.20825532906700983
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.25,0.22522952137586782
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.3,0.23375824456371544
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.35,0.23842120157083518
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.4,0.24850904530837517
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.45,0.2585251837063727
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.5,0.271501440325546
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.55,0.2779296527454217
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.6,0.29089682798007555
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.65,0.30550307082876005
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.7,0.314920246940638
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.75,0.3315278934171726
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.8,0.3500224801542323
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.85,0.3731760028696694
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.9,0.39383192787950155
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.95,0.4471420862381412
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.975,0.48118341910283235
nfidd-base,US National,2016-03-12,3,2016-04-02,ili perc,quantile,0.99,0.49433436480447634
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.01,0.11046633380726417
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.025,0.12705622486585333
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.05,0.1457054518719345
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.1,0.17256353207896719
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.15,0.1901421971821679
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.2,0.20862363212726226
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.25,0.22408724948639874
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.3,0.23544647662749352
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.35,0.24206847205213597
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.4,0.2527539737002775
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.45,0.2608448276455772
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.5,0.2686134088343834
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.55,0.2777187578446057
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.6,0.29430572125321613
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.65,0.3059979703106016
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.7,0.31377611925999105
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.75,0.3313387990421245
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.8,0.35698859300769176
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.85,0.37004944686292324
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.9,0.4019328280519664
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.95,0.4514601960044877
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.975,0.4744834767100611
nfidd-base,US National,2016-03-12,4,2016-04-09,ili perc,quantile,0.99,0.5094157672589207
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.01,0.12303226485286962
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.025,0.1359788749390114
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.05,0.15879104859521811
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.1,0.1834681753503228
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.15,0.20535659472728507
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.2,0.21539022808838415
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.25,0.23318162232228146
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.3,0.24261008953990942
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.35,0.2492510261759393
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.4,0.2607998371142687
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.45,0.2704247338728066
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.5,0.28108302975463684
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.55,0.2954170966122247
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.6,0.3110333928850051
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.65,0.3211592732257209
nfidd-base,HHS Region 1,2016-03-12,1,2016-03-19,ili perc,quantile,0.7,0.3371596131419431
