model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.01,0.43055022551989497
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.025,0.4381716560248916
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.05,0.445058277686811
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.1,0.4528066361127242
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.15,0.45933593357196567
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.2,0.46342907628505176
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.25,0.4688936402312228
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.3,0.47297995496169987
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.35,0.47506028248747934
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.4,0.47857198925275257
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.45,0.4814794147546933
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.5,0.4845383459557684
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.55,0.48720588210607263
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.6,0.49065680908705744
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.65,0.49452042088647385
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.7,0.4967351882586981
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.75,0.49911252196467637
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.8,0.5040863627877492
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.85,0.5097030768285012
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.9,0.5166630633062994
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.95,0.5284315312449963
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.975,0.5351255405035459
nfidd-base-log,US National,2015-11-14,1,2015-11-21,ili perc,quantile,0.99,0.5421122105557467
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.01,0.4305483669891884
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.025,0.43816879248399276
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.05,0.44505723711870326
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.1,0.45280624499507727
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.15,0.4593347340956345
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.2,0.4634280419138079
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.25,0.46889092747454186
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.3,0.4729786170696082
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.35,0.4750570908461337
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.4,0.4785696360511832
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.45,0.4814773112675354
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.5,0.484538407342649
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.55,0.48720555916077274
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.6,0.49065513869519173
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.65,0.4945195003745556
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.7,0.49673407309464557
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.75,0.499110486203562
nfidd-base-log,US National,2015-11-14,2,2015-11-28,ili perc,quantile,0.8,0.5040850692411833
