model_id,location,origin_date,horizon,target_end_date,target,output_type,output_type_id,value
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.01,1.291341972548206
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.025,1.3150944665256068
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.05,1.3503979999407085
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.1,1.383224585136434
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.15,1.3987094484018727
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.2,1.435366047841805
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.25,1.4546080060641193
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.3,1.467121244923889
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.35,1.4982623958426529
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.4,1.5388560108550233
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.45,1.5565493463770312
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.5,1.5709202944277318
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.55,1.5867322599068279
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.6,1.609031171572186
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.65,1.6201431863110116
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.7,1.6380876441764942
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.75,1.6598619611882361
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.8,1.6775557503230212
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.85,1.7178776455826532
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.9,1.7372691214489828
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.95,1.792521104900879
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.975,1.8153124448040225
nfidd-base-log,US National,2017-02-25,1,2017-03-04,ili perc,quantile,0.99,1.8704994130797554
nfidd-base-log,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.01,1.291341956930837
nfidd-base-log,US National,2017-02-25,2,2017-03-11,ili perc,quantile,0.025,1.3150944121419583
